merchant_id,merchant_name,category,country,city,risk_tier,registered_since
MER-04003,Merchant_4003,crypto_exchange,DE,Berlin,high,2010-03-01
MER-04004,Merchant_4004,online_gambling,RO,Cluj,high,2013-12-01
MER-04005,Merchant_4005,online_gambling,US,Los Angeles,high,2015-08-01
MER-04006,Merchant_4006,entertainment,US,Dallas,low,2015-06-01
MER-04007,Merchant_4007,entertainment,RO,Bucharest,high,2010-01-01
MER-04008,Merchant_4008,utilities,NG,Lagos,high,2012-10-01
MER-04009,Merchant_4009,electronics,DE,Munich,low,2023-09-01
MER-04010,Merchant_4010,crypto_exchange,US,Houston,high,2011-09-01
MER-04011,Merchant_4011,utilities,RO,Cluj,high,2022-01-01
MER-04012,Merchant_4012,electronics,US,New York,low,2013-01-01
MER-04013,Merchant_4013,crypto_exchange,UK,London,high,2022-11-01
MER-04014,Merchant_4014,crypto_exchange,RU,Moscow,high,2015-12-01
MER-04015,Merchant_4015,grocery,IN,Delhi,low,2022-03-01
MER-04016,Merchant_4016,clothing,NG,Lagos,high,2015-04-01
MER-04017,Merchant_4017,utilities,CN,Beijing,high,2020-11-01
MER-04018,Merchant_4018,crypto_exchange,CN,Shanghai,high,2021-09-01
MER-04019,Merchant_4019,electronics,US,Dallas,low,2010-07-01
MER-04020,Merchant_4020,jewelry,US,Phoenix,high,2021-08-01
MER-04021,Merchant_4021,electronics,CN,Beijing,high,2021-09-01
MER-04022,Merchant_4022,grocery,US,Phoenix,low,2023-12-01
MER-04023,Merchant_4023,online_gambling,RU,St Petersburg,high,2024-10-01
MER-04024,Merchant_4024,entertainment,UA,Odessa,high,2020-02-01
MER-04025,Merchant_4025,online_retail,IN,Delhi,low,2019-08-01
MER-04026,Merchant_4026,travel,PH,Cebu,high,2019-08-01
MER-04027,Merchant_4027,electronics,DE,Munich,low,2021-09-01
MER-04028,Merchant_4028,healthcare,UA,Kyiv,high,2013-12-01
MER-04029,Merchant_4029,gas_station,CN,Beijing,high,2021-02-01
MER-04030,Merchant_4030,gas_station,RU,St Petersburg,high,2014-08-01
MER-04031,Merchant_4031,restaurant,US,Phoenix,low,2016-12-01
MER-04032,Merchant_4032,restaurant,UA,Kyiv,high,2012-08-01
MER-04033,Merchant_4033,gas_station,NG,Lagos,high,2021-04-01
MER-04034,Merchant_4034,electronics,DE,Berlin,low,2010-04-01
MER-04035,Merchant_4035,gas_station,BR,Rio de Janeiro,low,2016-10-01
MER-04036,Merchant_4036,utilities,RO,Cluj,high,2011-05-01
MER-04037,Merchant_4037,utilities,US,New York,low,2010-10-01
MER-04038,Merchant_4038,travel,UA,Odessa,high,2019-05-01
MER-04039,Merchant_4039,electronics,US,New York,low,2020-03-01
MER-04040,Merchant_4040,utilities,UA,Odessa,high,2015-02-01
MER-04041,Merchant_4041,jewelry,US,Chicago,high,2020-09-01
MER-04042,Merchant_4042,healthcare,CN,Shanghai,high,2017-11-01
MER-04043,Merchant_4043,online_gambling,UK,Manchester,high,2010-01-01
MER-04044,Merchant_4044,wire_transfer,PH,Manila,high,2013-03-01
MER-04045,Merchant_4045,jewelry,CA,Vancouver,high,2019-02-01
MER-04046,Merchant_4046,utilities,UK,Manchester,low,2016-09-01
MER-04047,Merchant_4047,clothing,RU,St Petersburg,high,2015-09-01
MER-04048,Merchant_4048,gas_station,CN,Shanghai,high,2022-05-01
MER-04049,Merchant_4049,healthcare,UK,London,low,2010-12-01
MER-04050,Merchant_4050,entertainment,UK,Birmingham,low,2023-12-01
MER-04051,Merchant_4051,healthcare,US,Dallas,low,2014-04-01
MER-04052,Merchant_4052,restaurant,US,Phoenix,low,2020-05-01
MER-04053,Merchant_4053,healthcare,US,Houston,low,2023-12-01
MER-04054,Merchant_4054,jewelry,US,New York,high,2024-07-01
MER-04055,Merchant_4055,clothing,RO,Cluj,high,2019-02-01
MER-04056,Merchant_4056,travel,DE,Frankfurt,low,2016-11-01
MER-04057,Merchant_4057,online_retail,UK,London,low,2013-09-01
MER-04058,Merchant_4058,jewelry,PH,Cebu,high,2016-08-01
MER-04059,Merchant_4059,wire_transfer,PH,Cebu,high,2023-07-01
MER-04060,Merchant_4060,wire_transfer,NG,Lagos,high,2013-09-01
MER-04061,Merchant_4061,electronics,RO,Cluj,high,2023-01-01
MER-04062,Merchant_4062,healthcare,UK,Birmingham,low,2015-05-01
MER-04063,Merchant_4063,wire_transfer,UK,Birmingham,high,2019-07-01
MER-04064,Merchant_4064,online_gambling,CA,Toronto,high,2011-11-01
MER-04065,Merchant_4065,travel,RO,Cluj,high,2019-05-01
MER-04066,Merchant_4066,clothing,DE,Munich,low,2023-12-01
MER-04067,Merchant_4067,clothing,NG,Abuja,high,2019-08-01
MER-04068,Merchant_4068,online_retail,UK,London,low,2023-01-01
MER-04069,Merchant_4069,travel,UA,Kyiv,high,2020-12-01
MER-04070,Merchant_4070,gas_station,US,Phoenix,low,2021-06-01
MER-04071,Merchant_4071,gas_station,US,Los Angeles,low,2012-01-01
MER-04072,Merchant_4072,healthcare,PH,Manila,high,2022-03-01
MER-04073,Merchant_4073,crypto_exchange,IN,Mumbai,high,2020-02-01
MER-04074,Merchant_4074,wire_transfer,IN,Bangalore,high,2019-01-01
MER-04075,Merchant_4075,clothing,CA,Toronto,low,2010-09-01
MER-04076,Merchant_4076,utilities,PH,Cebu,high,2017-10-01
MER-04077,Merchant_4077,crypto_exchange,IN,Delhi,high,2012-12-01
MER-04078,Merchant_4078,restaurant,CA,Vancouver,low,2019-06-01
MER-04079,Merchant_4079,healthcare,CN,Beijing,high,2018-12-01
MER-04080,Merchant_4080,jewelry,CA,Vancouver,high,2018-08-01
MER-04081,Merchant_4081,restaurant,US,Chicago,low,2023-04-01
MER-04082,Merchant_4082,wire_transfer,NG,Abuja,high,2014-05-01
MER-04083,Merchant_4083,restaurant,UA,Odessa,high,2012-12-01
MER-04084,Merchant_4084,utilities,UK,Manchester,low,2012-12-01
MER-04085,Merchant_4085,utilities,RO,Bucharest,high,2012-02-01
MER-04086,Merchant_4086,clothing,IN,Mumbai,low,2019-08-01
MER-04087,Merchant_4087,restaurant,NG,Abuja,high,2019-03-01
MER-04088,Merchant_4088,clothing,PH,Cebu,high,2011-04-01
MER-04089,Merchant_4089,gas_station,CA,Montreal,low,2012-06-01
MER-04090,Merchant_4090,crypto_exchange,PH,Cebu,high,2017-01-01
MER-04091,Merchant_4091,crypto_exchange,BR,Sao Paulo,high,2013-01-01
MER-04092,Merchant_4092,entertainment,RU,Moscow,high,2012-02-01
MER-04093,Merchant_4093,electronics,US,Phoenix,low,2021-05-01
MER-04094,Merchant_4094,wire_transfer,US,Phoenix,high,2020-05-01
MER-04095,Merchant_4095,gas_station,IN,Bangalore,low,2018-07-01
MER-04096,Merchant_4096,travel,DE,Frankfurt,low,2010-08-01
MER-04097,Merchant_4097,clothing,CN,Beijing,high,2017-04-01
MER-04098,Merchant_4098,crypto_exchange,NG,Abuja,high,2023-10-01
MER-04099,Merchant_4099,healthcare,US,Phoenix,low,2019-02-01
MER-04100,Merchant_4100,utilities,US,Chicago,low,2018-11-01
MER-04101,Merchant_4101,travel,UK,Birmingham,low,2015-04-01
MER-04102,Merchant_4102,grocery,DE,Munich,low,2019-04-01
MER-04103,Merchant_4103,electronics,PH,Cebu,high,2016-07-01
MER-04104,Merchant_4104,entertainment,UK,Birmingham,low,2024-12-01
MER-04105,Merchant_4105,grocery,US,Chicago,low,2020-05-01
MER-04106,Merchant_4106,electronics,IN,Delhi,low,2016-09-01
MER-04107,Merchant_4107,utilities,DE,Frankfurt,low,2020-01-01
MER-04108,Merchant_4108,electronics,RU,St Petersburg,high,2010-01-01
MER-04109,Merchant_4109,travel,PH,Cebu,high,2021-02-01
MER-04110,Merchant_4110,entertainment,UK,Manchester,low,2019-01-01
MER-04111,Merchant_4111,online_retail,IN,Mumbai,low,2023-11-01
MER-04112,Merchant_4112,grocery,US,Houston,low,2022-08-01
MER-04113,Merchant_4113,online_retail,UA,Odessa,high,2016-06-01
MER-04114,Merchant_4114,electronics,NG,Lagos,high,2010-10-01
MER-04115,Merchant_4115,online_retail,UK,Manchester,low,2019-12-01
MER-04116,Merchant_4116,online_gambling,UA,Kyiv,high,2017-06-01
MER-04117,Merchant_4117,crypto_exchange,UA,Kyiv,high,2010-03-01
MER-04118,Merchant_4118,gas_station,CN,Shanghai,high,2012-03-01
MER-04119,Merchant_4119,wire_transfer,US,Houston,high,2023-11-01
MER-04120,Merchant_4120,restaurant,UA,Kyiv,high,2016-01-01
MER-04121,Merchant_4121,crypto_exchange,CN,Beijing,high,2020-06-01
MER-04122,Merchant_4122,online_retail,RU,St Petersburg,high,2019-07-01
MER-04123,Merchant_4123,electronics,RO,Bucharest,high,2010-05-01
MER-04124,Merchant_4124,crypto_exchange,DE,Berlin,high,2024-07-01
MER-04125,Merchant_4125,gas_station,PH,Cebu,high,2022-09-01
MER-04126,Merchant_4126,online_gambling,RU,Moscow,high,2017-03-01
MER-04127,Merchant_4127,utilities,UA,Kyiv,high,2023-06-01
MER-04128,Merchant_4128,gas_station,BR,Sao Paulo,low,2024-01-01
MER-04129,Merchant_4129,online_retail,IN,Bangalore,low,2021-01-01
MER-04130,Merchant_4130,travel,US,Chicago,low,2021-09-01
MER-04131,Merchant_4131,online_retail,CN,Beijing,high,2016-04-01
MER-04132,Merchant_4132,gas_station,US,Chicago,low,2016-09-01
MER-04133,Merchant_4133,online_retail,US,Dallas,low,2018-11-01
MER-04134,Merchant_4134,utilities,NG,Abuja,high,2019-04-01
MER-04135,Merchant_4135,online_gambling,NG,Lagos,high,2011-03-01
MER-04136,Merchant_4136,online_retail,UK,Birmingham,low,2024-07-01
MER-04137,Merchant_4137,online_retail,PH,Cebu,high,2019-09-01
MER-04138,Merchant_4138,jewelry,CN,Beijing,high,2011-09-01
MER-04139,Merchant_4139,electronics,US,Chicago,low,2015-11-01
MER-04140,Merchant_4140,gas_station,UK,Birmingham,low,2023-09-01
MER-04141,Merchant_4141,restaurant,NG,Abuja,high,2021-02-01
MER-04142,Merchant_4142,jewelry,DE,Frankfurt,high,2023-11-01
MER-04143,Merchant_4143,clothing,BR,Sao Paulo,low,2021-01-01
MER-04144,Merchant_4144,crypto_exchange,NG,Lagos,high,2017-12-01
MER-04145,Merchant_4145,online_retail,UK,Manchester,low,2015-10-01
MER-04146,Merchant_4146,electronics,US,New York,low,2023-08-01
MER-04147,Merchant_4147,jewelry,US,Houston,high,2011-02-01
MER-04148,Merchant_4148,electronics,CN,Beijing,high,2010-12-01
MER-04149,Merchant_4149,restaurant,UK,Manchester,low,2019-05-01
MER-04150,Merchant_4150,wire_transfer,US,Los Angeles,high,2014-09-01
MER-04151,Merchant_4151,electronics,UK,Manchester,low,2014-11-01
MER-04152,Merchant_4152,online_gambling,DE,Frankfurt,high,2024-07-01
MER-04153,Merchant_4153,electronics,IN,Mumbai,low,2014-10-01
MER-04154,Merchant_4154,utilities,US,Houston,low,2023-09-01
MER-04155,Merchant_4155,travel,US,Houston,low,2016-06-01
MER-04156,Merchant_4156,online_retail,NG,Lagos,high,2010-09-01
MER-04157,Merchant_4157,crypto_exchange,CN,Shanghai,high,2012-01-01
MER-04158,Merchant_4158,clothing,CA,Montreal,low,2020-03-01
MER-04159,Merchant_4159,online_retail,DE,Munich,low,2017-09-01
MER-04160,Merchant_4160,travel,PH,Manila,high,2011-10-01
MER-04161,Merchant_4161,travel,UK,Manchester,low,2016-11-01
MER-04162,Merchant_4162,crypto_exchange,UK,Birmingham,high,2021-09-01
MER-04163,Merchant_4163,electronics,CA,Vancouver,low,2020-08-01
MER-04164,Merchant_4164,grocery,CN,Beijing,high,2014-12-01
MER-04165,Merchant_4165,online_retail,US,Houston,low,2010-09-01
MER-04166,Merchant_4166,gas_station,US,Los Angeles,low,2018-05-01
MER-04167,Merchant_4167,electronics,BR,Sao Paulo,low,2011-11-01
MER-04168,Merchant_4168,gas_station,DE,Berlin,low,2021-11-01
MER-04169,Merchant_4169,travel,BR,Sao Paulo,low,2019-12-01
MER-04170,Merchant_4170,online_retail,PH,Manila,high,2022-03-01
MER-04171,Merchant_4171,travel,UK,London,low,2019-04-01
MER-04172,Merchant_4172,travel,UK,London,low,2010-01-01
MER-04173,Merchant_4173,online_gambling,DE,Berlin,high,2023-09-01
MER-04174,Merchant_4174,electronics,IN,Delhi,low,2015-08-01
MER-04175,Merchant_4175,grocery,NG,Lagos,high,2017-02-01
MER-04176,Merchant_4176,restaurant,CN,Shanghai,high,2014-06-01
MER-04177,Merchant_4177,online_gambling,UK,Birmingham,high,2020-11-01
MER-04178,Merchant_4178,travel,UK,London,low,2015-11-01
MER-04179,Merchant_4179,electronics,US,Houston,low,2010-10-01
MER-04180,Merchant_4180,online_gambling,UK,Birmingham,high,2016-03-01
MER-04181,Merchant_4181,gas_station,DE,Frankfurt,low,2015-04-01
MER-04182,Merchant_4182,crypto_exchange,US,Dallas,high,2011-11-01
MER-04183,Merchant_4183,healthcare,PH,Cebu,high,2018-12-01
MER-04184,Merchant_4184,jewelry,UA,Kyiv,high,2015-06-01
MER-04185,Merchant_4185,utilities,CA,Montreal,low,2014-09-01
MER-04186,Merchant_4186,crypto_exchange,US,Los Angeles,high,2015-02-01
MER-04187,Merchant_4187,gas_station,UK,Birmingham,low,2016-02-01
MER-04188,Merchant_4188,travel,US,Dallas,low,2024-07-01
MER-04189,Merchant_4189,wire_transfer,CA,Toronto,high,2016-05-01
MER-04190,Merchant_4190,crypto_exchange,RU,St Petersburg,high,2012-01-01
MER-04191,Merchant_4191,jewelry,NG,Lagos,high,2018-05-01
MER-04192,Merchant_4192,healthcare,RU,Moscow,high,2012-03-01
MER-04193,Merchant_4193,travel,RU,Moscow,high,2023-06-01
MER-04194,Merchant_4194,travel,UA,Kyiv,high,2019-08-01
MER-04195,Merchant_4195,online_gambling,DE,Munich,high,2022-03-01
MER-04196,Merchant_4196,gas_station,IN,Delhi,low,2020-05-01
MER-04197,Merchant_4197,entertainment,IN,Bangalore,low,2018-11-01
MER-04198,Merchant_4198,clothing,UK,Birmingham,low,2017-06-01
MER-04199,Merchant_4199,entertainment,NG,Abuja,high,2012-05-01
MER-04200,Merchant_4200,gas_station,CN,Beijing,high,2012-09-01
MER-04201,Merchant_4201,restaurant,RU,St Petersburg,high,2022-05-01
MER-04202,Merchant_4202,healthcare,PH,Cebu,high,2011-06-01
MER-04203,Merchant_4203,entertainment,IN,Delhi,low,2011-07-01
MER-04204,Merchant_4204,restaurant,PH,Cebu,high,2015-12-01
MER-04205,Merchant_4205,entertainment,DE,Frankfurt,low,2011-09-01
MER-04206,Merchant_4206,wire_transfer,RU,Moscow,high,2011-03-01
MER-04207,Merchant_4207,wire_transfer,UK,Birmingham,high,2018-11-01
MER-04208,Merchant_4208,grocery,US,Houston,low,2018-03-01
MER-04209,Merchant_4209,grocery,IN,Mumbai,low,2024-08-01
MER-04210,Merchant_4210,entertainment,US,Chicago,low,2017-04-01
MER-04211,Merchant_4211,crypto_exchange,UK,Birmingham,high,2015-05-01
MER-04212,Merchant_4212,online_retail,US,Dallas,low,2011-04-01
MER-04213,Merchant_4213,wire_transfer,US,Chicago,high,2012-02-01
MER-04214,Merchant_4214,clothing,RU,St Petersburg,high,2018-11-01
MER-04215,Merchant_4215,restaurant,RO,Cluj,high,2023-01-01
MER-04216,Merchant_4216,online_gambling,US,Los Angeles,high,2012-11-01
MER-04217,Merchant_4217,jewelry,NG,Lagos,high,2015-06-01
MER-04218,Merchant_4218,entertainment,US,Dallas,low,2022-09-01
MER-04219,Merchant_4219,clothing,NG,Lagos,high,2024-02-01
MER-04220,Merchant_4220,entertainment,UK,Manchester,low,2014-06-01
MER-04221,Merchant_4221,electronics,US,New York,low,2020-08-01
MER-04222,Merchant_4222,travel,CA,Vancouver,low,2012-01-01
MER-04223,Merchant_4223,utilities,US,Los Angeles,low,2013-09-01
MER-04224,Merchant_4224,jewelry,UK,Birmingham,high,2010-01-01
MER-04225,Merchant_4225,entertainment,UK,Manchester,low,2022-02-01
MER-04226,Merchant_4226,travel,NG,Abuja,high,2019-04-01
MER-04227,Merchant_4227,electronics,RO,Bucharest,high,2023-02-01
MER-04228,Merchant_4228,clothing,UK,London,low,2012-10-01
MER-04229,Merchant_4229,electronics,RO,Bucharest,high,2017-04-01
MER-04230,Merchant_4230,wire_transfer,DE,Frankfurt,high,2011-03-01
MER-04231,Merchant_4231,wire_transfer,IN,Mumbai,high,2012-03-01
MER-04232,Merchant_4232,entertainment,RO,Bucharest,high,2016-04-01
MER-04233,Merchant_4233,crypto_exchange,UA,Kyiv,high,2024-08-01
MER-04234,Merchant_4234,utilities,US,New York,low,2024-06-01
MER-04235,Merchant_4235,healthcare,US,Los Angeles,low,2010-04-01
MER-04236,Merchant_4236,jewelry,NG,Lagos,high,2020-04-01
MER-04237,Merchant_4237,wire_transfer,PH,Manila,high,2014-08-01
MER-04238,Merchant_4238,healthcare,US,Los Angeles,low,2021-01-01
MER-04239,Merchant_4239,utilities,IN,Mumbai,low,2021-09-01
MER-04240,Merchant_4240,electronics,NG,Lagos,high,2021-06-01
MER-04241,Merchant_4241,utilities,UK,Birmingham,low,2014-05-01
MER-04242,Merchant_4242,gas_station,IN,Mumbai,low,2023-05-01
MER-04243,Merchant_4243,electronics,BR,Sao Paulo,low,2018-07-01
MER-04244,Merchant_4244,wire_transfer,RO,Cluj,high,2024-08-01
MER-04245,Merchant_4245,entertainment,CA,Vancouver,low,2011-07-01
MER-04246,Merchant_4246,online_gambling,NG,Lagos,high,2018-10-01
MER-04247,Merchant_4247,grocery,RO,Cluj,high,2019-04-01
MER-04248,Merchant_4248,wire_transfer,US,Chicago,high,2014-05-01
MER-04249,Merchant_4249,gas_station,UK,Birmingham,low,2013-06-01
MER-04250,Merchant_4250,online_retail,RO,Cluj,high,2013-02-01
MER-04251,Merchant_4251,entertainment,DE,Munich,low,2014-04-01
MER-04252,Merchant_4252,crypto_exchange,UA,Odessa,high,2017-06-01
MER-04253,Merchant_4253,gas_station,US,Dallas,low,2018-05-01
MER-04254,Merchant_4254,crypto_exchange,DE,Munich,high,2015-03-01
MER-04255,Merchant_4255,online_gambling,CA,Vancouver,high,2024-11-01
MER-04256,Merchant_4256,travel,UK,London,low,2010-08-01
MER-04257,Merchant_4257,restaurant,DE,Berlin,low,2024-08-01
MER-04258,Merchant_4258,entertainment,US,Chicago,low,2015-03-01
MER-04259,Merchant_4259,wire_transfer,RO,Bucharest,high,2018-11-01
MER-04260,Merchant_4260,online_gambling,RO,Cluj,high,2021-01-01
MER-04261,Merchant_4261,travel,US,Los Angeles,low,2014-06-01
MER-04262,Merchant_4262,crypto_exchange,US,Houston,high,2018-08-01
MER-04263,Merchant_4263,clothing,UK,London,low,2021-11-01
MER-04264,Merchant_4264,crypto_exchange,NG,Abuja,high,2011-07-01
MER-04265,Merchant_4265,wire_transfer,CN,Shanghai,high,2014-03-01
MER-04266,Merchant_4266,gas_station,RO,Cluj,high,2015-11-01
MER-04267,Merchant_4267,grocery,UK,London,low,2024-01-01
MER-04268,Merchant_4268,electronics,RO,Bucharest,high,2017-09-01
MER-04269,Merchant_4269,restaurant,IN,Mumbai,low,2011-12-01
MER-04270,Merchant_4270,travel,US,Houston,low,2021-09-01
MER-04271,Merchant_4271,gas_station,NG,Abuja,high,2016-05-01
MER-04272,Merchant_4272,jewelry,UK,Birmingham,high,2021-08-01
MER-04273,Merchant_4273,healthcare,US,New York,low,2023-06-01
MER-04274,Merchant_4274,electronics,UK,London,low,2017-10-01
MER-04275,Merchant_4275,clothing,UK,London,low,2019-01-01
MER-04276,Merchant_4276,grocery,CA,Vancouver,low,2022-08-01
MER-04277,Merchant_4277,clothing,NG,Lagos,high,2024-06-01
MER-04278,Merchant_4278,electronics,US,Phoenix,low,2019-06-01
MER-04279,Merchant_4279,online_retail,CN,Beijing,high,2014-10-01
MER-04280,Merchant_4280,crypto_exchange,CN,Beijing,high,2020-01-01
MER-04281,Merchant_4281,restaurant,UK,Birmingham,low,2022-10-01
MER-04282,Merchant_4282,crypto_exchange,RO,Bucharest,high,2019-09-01
MER-04283,Merchant_4283,gas_station,NG,Abuja,high,2019-09-01
MER-04284,Merchant_4284,travel,US,New York,low,2014-02-01
MER-04285,Merchant_4285,online_retail,RO,Bucharest,high,2012-06-01
MER-04286,Merchant_4286,electronics,US,Dallas,low,2022-12-01
MER-04287,Merchant_4287,entertainment,RU,Moscow,high,2018-06-01
MER-04288,Merchant_4288,online_gambling,US,Los Angeles,high,2019-06-01
MER-04289,Merchant_4289,electronics,RU,St Petersburg,high,2022-12-01
MER-04290,Merchant_4290,entertainment,US,Los Angeles,low,2010-11-01
MER-04291,Merchant_4291,wire_transfer,US,New York,high,2012-04-01
MER-04292,Merchant_4292,clothing,RO,Bucharest,high,2021-05-01
MER-04293,Merchant_4293,wire_transfer,US,Chicago,high,2018-07-01
MER-04294,Merchant_4294,jewelry,US,Dallas,high,2021-03-01
MER-04295,Merchant_4295,entertainment,IN,Bangalore,low,2017-10-01
MER-04296,Merchant_4296,electronics,UK,Birmingham,low,2015-01-01
MER-04297,Merchant_4297,online_retail,DE,Berlin,low,2014-05-01
MER-04298,Merchant_4298,clothing,DE,Frankfurt,low,2019-11-01
MER-04299,Merchant_4299,online_retail,DE,Frankfurt,low,2016-11-01
MER-04300,Merchant_4300,crypto_exchange,IN,Bangalore,high,2022-08-01
MER-04301,Merchant_4301,healthcare,CA,Vancouver,low,2024-08-01
MER-04302,Merchant_4302,entertainment,DE,Frankfurt,low,2010-09-01
MER-04303,Merchant_4303,wire_transfer,NG,Abuja,high,2019-03-01
MER-04304,Merchant_4304,online_retail,US,Chicago,low,2024-01-01
MER-04305,Merchant_4305,wire_transfer,DE,Berlin,high,2011-10-01
MER-04306,Merchant_4306,grocery,US,Houston,low,2024-12-01
MER-04307,Merchant_4307,utilities,US,Dallas,low,2016-01-01
MER-04308,Merchant_4308,utilities,NG,Abuja,high,2013-11-01
MER-04309,Merchant_4309,electronics,PH,Cebu,high,2014-04-01
MER-04310,Merchant_4310,online_gambling,CN,Shanghai,high,2020-03-01
MER-04311,Merchant_4311,electronics,UA,Kyiv,high,2010-02-01
MER-04312,Merchant_4312,utilities,UA,Odessa,high,2015-02-01
MER-04313,Merchant_4313,online_retail,PH,Manila,high,2015-05-01
MER-04314,Merchant_4314,clothing,UA,Odessa,high,2019-03-01
MER-04315,Merchant_4315,utilities,RU,St Petersburg,high,2011-01-01
MER-04316,Merchant_4316,travel,UK,Manchester,low,2018-09-01
MER-04317,Merchant_4317,gas_station,US,Chicago,low,2011-02-01
MER-04318,Merchant_4318,grocery,IN,Mumbai,low,2012-01-01
MER-04319,Merchant_4319,entertainment,NG,Abuja,high,2011-01-01
MER-04320,Merchant_4320,crypto_exchange,US,Los Angeles,high,2011-01-01
MER-04321,Merchant_4321,restaurant,RU,Moscow,high,2012-06-01
MER-04322,Merchant_4322,utilities,UK,Birmingham,low,2017-01-01
MER-04323,Merchant_4323,restaurant,PH,Manila,high,2013-07-01
MER-04324,Merchant_4324,online_retail,US,New York,low,2023-10-01
MER-04325,Merchant_4325,online_retail,RU,Moscow,high,2021-01-01
MER-04326,Merchant_4326,wire_transfer,UK,Birmingham,high,2020-10-01
MER-04327,Merchant_4327,utilities,BR,Sao Paulo,low,2017-03-01
MER-04328,Merchant_4328,online_gambling,IN,Mumbai,high,2023-02-01
MER-04329,Merchant_4329,jewelry,US,Chicago,high,2012-03-01
MER-04330,Merchant_4330,entertainment,UK,Manchester,low,2012-07-01
MER-04331,Merchant_4331,grocery,NG,Lagos,high,2015-05-01
MER-04332,Merchant_4332,grocery,CN,Shanghai,high,2022-08-01
MER-04333,Merchant_4333,travel,UK,Manchester,low,2013-07-01
MER-04334,Merchant_4334,jewelry,UK,Birmingham,high,2016-09-01
MER-04335,Merchant_4335,grocery,PH,Manila,high,2011-05-01
MER-04336,Merchant_4336,wire_transfer,UA,Odessa,high,2020-11-01
MER-04337,Merchant_4337,online_retail,RO,Bucharest,high,2019-07-01
MER-04338,Merchant_4338,restaurant,UA,Odessa,high,2019-03-01
MER-04339,Merchant_4339,restaurant,UK,Manchester,low,2015-03-01
MER-04340,Merchant_4340,gas_station,PH,Cebu,high,2016-01-01
MER-04341,Merchant_4341,clothing,UA,Kyiv,high,2015-09-01
MER-04342,Merchant_4342,wire_transfer,US,New York,high,2014-02-01
MER-04343,Merchant_4343,online_gambling,RO,Cluj,high,2012-06-01
MER-04344,Merchant_4344,healthcare,DE,Berlin,low,2024-12-01
MER-04345,Merchant_4345,travel,NG,Abuja,high,2019-02-01
MER-04346,Merchant_4346,restaurant,US,Chicago,low,2015-04-01
MER-04347,Merchant_4347,restaurant,IN,Mumbai,low,2024-04-01
MER-04348,Merchant_4348,online_gambling,BR,Sao Paulo,high,2023-08-01
MER-04349,Merchant_4349,gas_station,US,New York,low,2016-07-01
MER-04350,Merchant_4350,online_retail,UA,Kyiv,high,2019-12-01
MER-04351,Merchant_4351,online_retail,US,Houston,low,2013-03-01
MER-04352,Merchant_4352,gas_station,DE,Berlin,low,2015-11-01
MER-04353,Merchant_4353,online_retail,RU,St Petersburg,high,2023-01-01
MER-04354,Merchant_4354,crypto_exchange,CA,Toronto,high,2022-01-01
MER-04355,Merchant_4355,gas_station,UK,Birmingham,low,2020-12-01
MER-04356,Merchant_4356,utilities,CN,Shanghai,high,2017-10-01
MER-04357,Merchant_4357,clothing,RO,Cluj,high,2014-11-01
MER-04358,Merchant_4358,restaurant,US,Houston,low,2019-11-01
MER-04359,Merchant_4359,clothing,RO,Cluj,high,2010-03-01
MER-04360,Merchant_4360,electronics,NG,Abuja,high,2022-11-01
MER-04361,Merchant_4361,gas_station,UK,Manchester,low,2011-01-01
MER-04362,Merchant_4362,online_retail,UK,Birmingham,low,2011-12-01
MER-04363,Merchant_4363,travel,CN,Beijing,high,2018-05-01
MER-04364,Merchant_4364,utilities,UA,Odessa,high,2015-06-01
MER-04365,Merchant_4365,clothing,PH,Manila,high,2023-02-01
MER-04366,Merchant_4366,entertainment,US,Phoenix,low,2015-03-01
MER-04367,Merchant_4367,healthcare,RU,Moscow,high,2016-01-01
MER-04368,Merchant_4368,healthcare,PH,Cebu,high,2024-06-01
MER-04369,Merchant_4369,healthcare,BR,Sao Paulo,low,2022-06-01
MER-04370,Merchant_4370,healthcare,US,Phoenix,low,2015-03-01
MER-04371,Merchant_4371,jewelry,UK,Birmingham,high,2019-05-01
MER-04372,Merchant_4372,gas_station,DE,Frankfurt,low,2010-05-01
MER-04373,Merchant_4373,online_retail,CN,Shanghai,high,2012-07-01
MER-04374,Merchant_4374,online_gambling,US,Chicago,high,2023-04-01
MER-04375,Merchant_4375,grocery,NG,Abuja,high,2022-04-01
MER-04376,Merchant_4376,online_gambling,NG,Abuja,high,2014-02-01
MER-04377,Merchant_4377,online_retail,CN,Beijing,high,2012-07-01
MER-04378,Merchant_4378,clothing,UA,Odessa,high,2022-05-01
MER-04379,Merchant_4379,grocery,CA,Toronto,low,2010-01-01
MER-04380,Merchant_4380,restaurant,US,Los Angeles,low,2022-02-01
MER-04381,Merchant_4381,restaurant,CN,Shanghai,high,2022-04-01
MER-04382,Merchant_4382,travel,BR,Sao Paulo,low,2019-11-01
MER-04383,Merchant_4383,electronics,US,Phoenix,low,2022-11-01
MER-04384,Merchant_4384,online_gambling,PH,Cebu,high,2014-05-01
MER-04385,Merchant_4385,online_gambling,US,New York,high,2010-02-01
MER-04386,Merchant_4386,entertainment,UA,Kyiv,high,2018-04-01
MER-04387,Merchant_4387,healthcare,RU,St Petersburg,high,2017-01-01
MER-04388,Merchant_4388,clothing,PH,Manila,high,2019-12-01
MER-04389,Merchant_4389,healthcare,UK,Birmingham,low,2018-02-01
